Adham,7966771539,4,16391,761,547
Rooney,4161515162,14,087,15,4298
Hillel,5786904369,88,9044,7655,427
Clare,1281108650,8,28,106,06045
Reagen,3890407609,74,614,52,137
Milt,1538949555,51,085,86711,1147
Felike,0004463838,96,9,32,8068
Giavani,9270516695,69,3825,9010,0166
Artur,8518792029,24,224,57,0
Renado,0035091126,42,07835,410,99
Tristan,9217298689,100,8460,00879,9399
Brnaby,2502028213,47,6,42434,42
Lisle,8046753912,76,1,9893,262
Hazel,3190738998,51,968,401,8
Quentin,0150965923,41,1,173,3634
Garvin,1777193427,19,3473,5299,555
Barris,7700152969,17,25,456,336
Vincenz,7089061248,76,64,468,437
Win,0230213448,100,539,6782,0
Lauritz,6428713853,8,1562,9953,2318
Staford,1421574632,84,3847,0192,72
Melvyn,5792429111,63,9752,2,335
Denver,6753329056,76,3485,7,606
Georges,6389380518,93,861,912,17
Alf,8175635614,91,536,6037,2678
Lovell,5044866199,30,5969,1986,2737
Mitchael,9359116726,67,5138,5889,57
Aloin,0743147804,41,439,3014,9
Pace,8241193955,98,74,4,4
Tanner,0032864973,97,840,17,7295
Chico,7659805800,84,4399,30,55
Mike,7559986552,79,15930,3,6
Zane,4837220053,79,61,29707,83003
Tomas,1891650599,16,0,3788,1
Errick,1423316096,85,723,3,3
Matthieu,6247759908,1,167,6,36220
Lockwood,9556537902,16,14329,17,25
Karlan,6369585033,32,1657,1331,5
Marvin,3542976008,30,22969,2,1
Frazier,1663856486,69,6,76,048
Marius,4036890301,74,09,0247,813
Robb,1473218225,52,3611,074,5049
Jarret,3313858899,35,0,70,5081
Brian,8508199244,66,946,11129,3985
Tremayne,8094853999,74,64,5996,3819
Bryon,6483999100,61,5,250,72956
Bard,8269895520,98,489,1437,6
Jasun,9028436685,48,76,119,35
Oren,0387666273,58,320,0,167
Saunders,5777324517,36,676,3,165
Allyn,0415974283,79,369,60844,09
Rudd,1282049054,52,1994,09,13592
Lanie,2184308625,94,431,53909,59504
Ban,8844074273,73,587,0,7327
Seymour,0255717121,50,1515,1650,08902
Barth,3321181681,1,186,03897,8
Casper,5364342131,17,744,7,97411
Inglebert,9103618110,77,5,5555,36109
Alex,6873937088,56,89,29,9829
Luce,1640296557,26,930,07,661
Luther,2121758496,48,59,5523,381
Dermot,8676536066,9,909,291,73
Trumaine,1921901020,1,7,827,235
Rudie,5251070659,32,377,80,822
Brander,7087606190,69,574,0499,3232
Bruce,2216639737,97,8,29,62478
Curtice,5828297600,74,1120,53,2002
Johnnie,8026941756,34,7297,37908,2991
Ira,7222758682,8,9,4,41676
Ad,2827094290,27,3098,02,3
Elias,3678466982,67,8,19,1
Cori,8895451724,24,939,91,0
Dimitry,3329646322,80,80,16,3
Mitchel,6708234467,27,79,970,955
Garrick,7341088281,2,29697,3,6
Claybourne,2553061838,71,2,22411,61
Bryce,9880800117,63,5,529,310
Torin,7907005787,93,16,0,84674
Micky,3578613185,30,1,808,6313
Nikola,3629608604,51,273,366,9563
Randolf,9963716873,37,67,39824,7
Johnathan,1067499296,65,16092,890,2387
Bent,8222109731,99,3730,1871,8
Gustaf,3382341557,47,18,4842,1
Hadley,9666342278,59,1,59035,127
Walden,6340896456,48,4,50303,0
Keane,6653852725,25,6,9484,43
Trstram,0721619185,56,08,98,76384
Gottfried,2985257530,28,5590,91,212
Alfonso,1540014673,7,4,4789,1
Zolly,0593414446,20,6,1813,790
Pattie,2576558119,91,92,65879,71
Shae,9105720389,14,1210,7,5
Dov,2635066418,54,192,180,74
Nikolaos,2277839299,48,86340,6,78
Davis,0331421704,45,72,1,09728
Lindsay,3203836009,18,83,386,3076
Gardener,4894227630,75,6,29512,900
Simone,2857038224,72,0,5073,3
Urson,7079855144,88,7,0909,7410
Grove,8507927572,75,1493,6573,3
Ricard,9728111207,47,548,6,6523
Devland,2208800524,63,0187,419,51273
Chrisy,5531427441,68,7,0705,35507
Saleem,2880385563,49,0014,6,405
Ronald,4176768843,71,59318,5,444
Hendrick,3345985616,78,417,92,5
Rance,5872766017,20,49265,883,5
Layton,9168560893,72,344,08430,6
Lorens,6259513739,34,8643,67,5031
Saw,7191961538,19,19507,3339,77247
Warden,6919252643,47,0488,574,92
Codie,1969421029,37,365,82,3831
Delmor,9198035231,60,23,2941,6703
Richie,0541994328,61,4,3953,74
Stefano,5679339676,43,389,47,472
Wolfie,9567079951,4,503,9500,43967
Salem,5178743679,52,81,948,93627
Dilan,6405592278,21,13937,2852,980
Orton,3050873205,82,906,67875,7042
Reagan,3839868459,4,8,95013,23058
Hugibert,2760806227,83,6,6,06793
Wallas,1461715261,47,92469,45,557
Web,2118898754,4,2,661,4
Norton,1985325950,51,7520,98307,53
Tabor,2726854567,8,4132,02,519
Elijah,6648874511,39,77,775,92465
Garrik,6028181374,30,7,541,2672
Gardiner,7563614966,59,04,2519,76218
Horst,2825535400,95,2,525,83386
Augustine,5280790419,11,00904,691,58793
Ewell,5394570701,1,8,86,98
Pauly,1879212064,99,17,94503,55552
Auberon,5491845574,37,820,216,7471
Earlie,9057961628,56,0748,45548,858
Lenci,4349931600,14,26800,5,5
Bertrand,3185822803,3,0183,114,3
Sanderson,1399270443,11,9834,5,745
Clark,5991062072,92,81,81091,380
Ronnie,4204368328,67,30,4,320
Marshall,6753329226,79,49185,46,0
Dieter,8673687268,45,537,077,285
Arnie,6347140497,99,17,9,61036
Jeffry,5312902217,42,9249,357,98389
Ax,5443734652,62,28,3628,09
Kip,6750899153,13,5,29,21
Durand,7115962545,42,4,9,37224
Pip,1570101531,46,87,4,4
Herschel,0769928935,41,78,29597,89
Garret,6597707958,13,785,02253,3
Giraud,5087193188,96,417,125,7959
Cece,5908613541,53,7,194,0479
Tracey,4756700950,17,8,8,50
Basil,0612687724,5,05,4,71
Aldrich,2453111574,54,27,98830,718
Sonny,6310813463,56,9,04,11470
Evelin,2024360254,72,41914,916,0
Sky,3838844505,86,0,22,26167
Welby,7592599058,58,4214,09,55573
Ado,0749971800,30,1371,74,73873
Boyce,2601180919,91,60,2,48564
Garold,5757294264,33,12895,74752,9
Christie,3901724788,100,3001,21,50
Maison,2322651788,25,5826,508,821
Ruperto,0058298835,68,609,724,34544
Chuck,2966164913,59,67,6,734
Steven,1592948553,55,1,90,69750
Danny,2281556972,37,3180,9738,30380
Emlyn,2133239235,87,7854,6272,93
Reagan,1374685496,67,170,8139,4292
Decca,2035855306,31,5803,85163,47
Tate,8163811250,65,012,35,34
Stanleigh,5103881780,16,910,3042,72111
Zach,8253442009,48,44796,70698,4463
Pierson,4942916720,35,54870,7,79
Abbe,0065919556,41,0141,7086,5957
Randal,4046308559,50,3169,6,4
Alfonse,1265286868,80,81,7,11
Beltran,6305750386,98,059,454,024
Gino,3992457311,46,080,50,8718
Caldwell,8777291832,20,2,50,0
Baxy,2526693969,27,59,7910,68144
Delainey,3787087133,56,7,78,88
Gordie,6232814096,6,830,33,961
Devin,9646151604,65,608,687,969
Cirillo,9806247752,60,4,0,714
Lynn,9806309774,20,40,56404,0
Sax,7465033039,27,0,43958,27825
Saxon,2021882705,31,739,64,6
Abbie,4034038969,65,9,259,03708
Derk,7551408312,54,0,5,9040
Rocky,9425189579,78,815,765,73648
Mickey,2996583701,23,17327,728,29920
Greggory,4243710120,8,135,77,933
Dennet,8322107218,49,53,49901,43979
Hadlee,8709904786,49,052,3,83
Rorke,5240089965,95,19,0801,19470
Mohandas,6249298894,78,3,376,2
Cece,0395801176,79,573,2,7098
Harwilll,1201067405,70,1799,669,42
Howey,1888567643,32,5,11,373
Laird,9827876171,8,0,1,47
Son,0719242576,18,95735,61226,1863
Dallas,7839312713,100,9,96,072
Parsifal,8989545412,84,39613,050,47079
Bord,4499510627,40,3042,6,40
Orren,8323014868,32,8,0,456
Harold,8801387210,45,1069,18,92
Cyrillus,4867042811,22,5717,5,4999
Johann,9636415544,37,464,8,2
Albrecht,4935806451,17,622,4891,2777
Forrester,3366386231,14,505,8806,67856
Barnabe,2281189368,61,8,1,048
Derrick,6930392979,43,51187,94,05
Filmore,8279383786,91,54,6714,83176
Herold,7819682728,89,9360,405,0
Kinsley,5724507870,42,2,86409,8098
Russell,8700091669,2,72,33144,377
Kippie,3762498261,72,58722,5,292
Alberto,9049701329,12,69,6,24385
Cale,1193650402,20,99552,29201,76032
Dallis,2890385515,26,0,4749,3974
Manfred,5003912404,4,422,75053,72315
Aldus,6283911358,68,31096,50907,58
Skipper,4682289284,95,7,37,3
Billy,6090093955,40,35,69,0830
Jordan,0346912075,84,106,48,414
Clare,9021931389,27,443,341,0266
Orson,3575443785,16,92309,106,97975
Zerk,7474520311,1,7,89581,14772
Rosco,6859091827,15,32,20,54941
Roderic,4454911967,69,35375,95751,94
Lazare,9378641318,76,6162,5,6872
Enrique,8909339004,6,456,23358,13427
Giacopo,9377580722,6,1177,3262,91
Kerby,1623765005,89,65,81007,049
Bondon,4479055525,34,9,6015,3858
Baron,8522609160,98,79,53082,287
Mickey,0504802399,11,83,87,89029
Dwain,1348839422,45,87,1596,83
Freddy,4516114690,18,68152,4,063
Osmond,6917212296,35,1,37297,237
Morgen,9338118584,27,1428,37,1775
Bartolemo,6989118105,53,270,4212,896
Bond,0660040832,8,0,906,83342
Clair,9179902790,12,8098,561,3659
Lorrie,9264664653,72,5896,17,29660
Estevan,1622118820,92,33683,65,9084
Pattie,7787126116,26,1,2,180
Mohandas,4086194260,32,768,0424,5
Aldus,5556084106,60,662,31,7135
Mycah,2045529487,83,49510,10,032
Graeme,8533579438,80,17,20006,4
Tam,6254572257,88,242,7177,5641
Ambrosi,7280430813,82,064,6335,0457
Javier,1368553834,82,9,43153,76859
Winslow,0947108947,80,857,29,0
Ulises,8595453802,42,54445,19,2954
Regen,9131150152,95,460,0476,3
Cordell,6215662968,81,04,14967,52576
Morlee,3329791438,61,8340,5395,4699
Conney,0765602059,45,92593,7156,6
Elisha,3260720790,53,8,82,61
Matthaeus,5288000948,3,719,48351,007
Maria,1545,46555.0,45,45,12
